economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,138442363,0.34396862166432,1,53,2,2,2,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,1,3,1,4,1,,0,0,4,4,4,2,2,2,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,179454124,2.80195918809352,1,47,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,185815085,0.433485653548451,2,27,3,3,1,,1,1,1,2,2,1,2,,1,1,1,2,,2,2,,1,,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,1,2,2,2,2,,2,2,2,2,,,,2,,,,1,1,1,1,,,1,2,2,1,,,2,1,2,1,2,,,2,,,,,,1,1,2,2,3,1,,1,0,1,1,4,4,1,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,171265102,0.793858984172706,1,33,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,1,2,1,,0,0,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,209150574,0.544473199572515,1,35,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,2,,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,2,2,,1,1,1,2,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,1,1,1,3,,,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,3,2,3,3,,2,,1,0,1,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,175894513,1.03694774474977,1,37,2,4,2,,1,1,0,2,2,1,2,,1,1,2,,,,1,1,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,2,,2,2,2,2,,1,2,1,1,1,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,1,0,2,4,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,155134777,1.06592674984397,2,32,2,4,2,,1,1,1,1,1,1,2,,1,2,2,,,,1,1,2,,,,,,,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,2,1,,1,2,1,2,2,2,2,,6,2,2,1,2,1,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,0,4,4,4,4,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166527685,0.350515584394804,1,23,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,2,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,1,2,1,1,1,2,1,1,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,0,4,4,4,4,1,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,154027801,0.334116030851957,2,32,3,5,2,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,1,,1,1,2,,,,1,1,,2,2,2,2,,1,3,2,2,,,,2,,,,1,1,1,1,,,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,2,2,3,3,1,2,,1,0,1,1,4,4,1,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118781533,0.168433105960408,1,38,2,1,1,,1,1,0,2,2,1,2,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,2,3,1,,1,1,2,4,4,4,4,3,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,154193145,0.257490249496509,1,27,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,2,2,2,3,2,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,2,3,2,1,,1,1,2,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131380600,2.00361886973044,1,16,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,2,1,2,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,3,1,,1,1,4,3,4,4,2,5,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183769106,0.458311181137575,2,44,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,2,2,2,,1,2,1,1,2,2,2,2,,,,1,2,2,,,2,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,2,4,1,,1,1,4,3,4,4,3,4,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,172484913,0.413933398874115,1,18,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,1,1,2,1,,1,0,4,2,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,149670473,0.974951263305253,2,22,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,1,1,2,,,,1,2,1,1,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,2,1,3,1,,0,1,2,4,4,4,2,2,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,167798246,0.3445174324122,2,23,3,5,1,,1,1,1,2,2,2,,,1,1,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,2,1,2,1,2,,,1,1,1,2,1,,1,2,2,2,2,2,1,,3,2,1,1,2,1,2,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,1,1,3,1,,1,1,1,4,4,4,2,3,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,205768382,0.413933398874115,1,20,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,3,1,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201147701,0.287302039936946,1,22,3,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,2,2,2,1,2,,,1,2,1,2,1,,2,2,1,2,2,2,2,,2,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,2,3,3,2,2,,1,0,4,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,208772747,3.59034181995605,2,68,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,0,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,139977743,0.559548619759495,1,37,3,5,2,,1,1,1,2,2,2,,,1,1,1,1,1,1,1,1,1,,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,1,2,2,,1,1,1,2,1,,1,1,1,2,2,2,2,,1,3,3,1,2,2,1,2,,,,1,2,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,2,2,2,,1,1,4,4,4,4,1,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,186050610,0.458311181137575,2,37,2,4,1,,1,1,0,1,2,2,,,1,1,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,1,2,2,2,1,3,3,1,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,2,3,3,3,,1,1,1,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,182904081,3.59034181995605,1,15,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,0,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,172698347,0.566576034587717,1,49,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,2,2,2,2,,1,3,3,1,1,,,1,1,,,2,,,,,,1,2,1,1,,,1,2,2,,,,,2,,,,,,2,2,2,3,2,2,,1,1,1,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,127271152,0.358111547463627,1,45,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,1,2,2,1,2,1,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,3,1,1,1,2,1,1,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,1,1,2,2,1,,1,1,1,1,3,1,,0,1,4,3,4,2,2,2,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,153334713,0.725510846282893,2,24,3,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,2,1,2,2,1,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,1,1,2,2,1,,2,1,1,1,3,1,,1,1,4,2,4,2,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,146614161,1.37493354341272,2,40,3,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2,1,,1,1,,2,2,2,2,,3,2,1,1,2,2,1,1,1,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,0,2,4,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,199184683,1.31071479720738,1,46,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,1,2,2,,2,1,1,1,2,1,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118414874,0.980778975788322,1,29,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,1,2,1,2,1,,1,2,,2,2,2,1,,2,2,1,1,2,2,1,1,2,1,2,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,2,2,2,1,,1,1,2,2,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,176234021,0.477808484286259,1,32,2,3,2,,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,3,2,,0,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118676146,1.165876303107,1,33,2,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,1,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,2,2,1,,0,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,172736427,1.58771796834541,1,28,3,5,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2,1,2,2,,3,2,2,1,2,1,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,1,1,4,4,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,164817955,1.1032962638276,2,52,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,2,3,3,1,2,1,1,1,2,1,1,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,3,2,3,3,,2,,1,1,2,2,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,118971559,1.94732203820589,1,61,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,3,3,3,,2,,0,0,2,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,141481120,0.667872956576813,1,16,2,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,165693140,0.624993128551332,1,34,3,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,1,1,1,1,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,1,2,,,1,1,1,1,4,1,,1,1,4,4,4,1,2,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,196491630,0.8427597583412,1,24,2,1,1,,1,1,0,2,1,2,,,2,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,1,2,1,2,2,,2,2,,2,1,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,1,1,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,124296115,0.168433105960408,1,34,2,2,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,1,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131412997,1.2392934098669,1,45,1,3,1,,1,1,0,1,1,2,,,1,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,2,1,1,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,2,1,1,2,1,,1,1,4,4,4,3,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,113349848,0.333936478288406,1,21,2,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,1,2,,1,1,1,2,2,2,2,,3,3,3,1,1,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,1,1,,1,0,1,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152642146,2.01532160454922,2,61,2,2,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,1,2,1,,2,1,2,2,,,,1,1,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,2,4,1,,0,1,4,1,1,4,4,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202872203,0.795358021660032,1,45,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,193541273,0.330393101368478,1,43,3,3,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,1,1,1,2,2,1,1,2,2,1,1,1,2,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,3,1,1,,0,1,4,2,4,4,1,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,116522838,0.168433105960408,2,30,2,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,2,2,2,2,1,,3,3,2,1,1,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,1,4,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,162591421,1.21582082065819,1,18,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,0,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183628161,0.399811814008735,1,42,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,1,2,3,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,145864356,3.59034181995605,1,54,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,0,0,4,3,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,149098835,0.266541209339157,1,36,2,2,2,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,1,4,4,4,4,3,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,136391084,3.59034181995605,2,48,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,3,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201283912,0.168433105960408,1,31,3,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,3,1,1,,0,0,2,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159830163,1.48609520373196,2,47,1,3,2,,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,2,2,1,2,1,,2,3,3,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,207826379,0.344762447924336,1,23,2,3,1,,1,1,1,1,1,2,,,1,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,3,1,,1,1,,1,1,1,1,2,5,1,1,1,2,1,1,2,,,,1,1,1,2,,,2,,,,,,,1,2,2,1,,,1,1,1,2,,,1,1,1,1,3,1,,1,1,4,1,4,1,1,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,115500531,0.857310971337823,1,38,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,2,2,2,3,,0,0,4,2,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125984435,0.917876717036917,1,30,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,1,,1,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,178015848,0.318118240407449,1,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,1,1,,1,1,1,1,1,,1,1,1,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,1,2,,,1,1,2,2,1,,,2,,,,,,2,3,2,3,3,2,,1,1,1,1,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201123587,0.399811814008735,1,35,2,1,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,1,2,2,1,2,,,2,1,1,2,1,,2,2,2,1,2,2,2,2,2,1,1,2,,,,1,2,2,2,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,0,4,4,4,4,3,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,134480631,0.827472197870696,2,53,2,1,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,1,2,,1,1,2,2,2,2,2,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,1,1,4,4,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,185438055,3.04576209948388,1,36,2,3,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,,,,,,,,,,,2,,,2,2,1,2,2,,1,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,2,2,,1,1,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,0,3,2,2,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188231475,0.446240615182867,1,50,2,3,1,,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,1,0,4,4,4,4,2,2,1,2,0,0
